2019-08-08 14:31:17.862 [main] INFO  o.s.jmx.export.annotation.AnnotationMBeanExporter - Bean with name 'refreshScope' has been autodetected for JMX exposure
2019-08-08 14:31:17.865 [main] INFO  o.s.jmx.export.annotation.AnnotationMBeanExporter - Bean with name 'configurationPropertiesRebinder' has been autodetected for JMX exposure
2019-08-08 14:31:17.871 [main] INFO  o.s.jmx.export.annotation.AnnotationMBeanExporter - Located managed bean 'environmentManager': registering with JMX server as MBean [org.springframework.cloud.context.environment:name=environmentManager,type=EnvironmentManager]
2019-08-08 14:31:17.887 [main] INFO  o.s.jmx.export.annotation.AnnotationMBeanExporter - Located managed bean 'refreshScope': registering with JMX server as MBean [org.springframework.cloud.context.scope.refresh:name=refreshScope,type=RefreshScope]
2019-08-08 14:31:17.904 [main] INFO  o.s.jmx.export.annotation.AnnotationMBeanExporter - Located managed bean 'configurationPropertiesRebinder': registering with JMX server as MBean [org.springframework.cloud.context.properties:name=configurationPropertiesRebinder,context=13d4992d,type=ConfigurationPropertiesRebinder]
2019-08-08 14:31:17.921 [main] INFO  o.s.context.support.DefaultLifecycleProcessor - Starting beans in phase 0
2019-08-08 14:31:17.929 [main] INFO  o.s.c.n.e.serviceregistry.EurekaServiceRegistry - Registering application GMALL-EUREKA with eureka with status UP
2019-08-08 14:31:17.934 [Thread-44] INFO  o.s.c.netflix.eureka.server.EurekaServerBootstrap - Setting the eureka configuration..
2019-08-08 14:31:17.935 [Thread-44] INFO  o.s.c.netflix.eureka.server.EurekaServerBootstrap - Eureka data center value eureka.datacenter is not set, defaulting to default
2019-08-08 14:31:17.936 [Thread-44] INFO  o.s.c.netflix.eureka.server.EurekaServerBootstrap - Eureka environment value eureka.environment is not set, defaulting to test
2019-08-08 14:31:17.948 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8220"]
2019-08-08 14:31:17.963 [main] INFO  org.apache.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
2019-08-08 14:31:17.965 [Thread-44] INFO  o.s.c.netflix.eureka.server.EurekaServerBootstrap - isAws returned false
2019-08-08 14:31:17.967 [Thread-44] INFO  o.s.c.netflix.eureka.server.EurekaServerBootstrap - Initialized server context
2019-08-08 14:31:17.967 [Thread-44] INFO  c.n.eureka.registry.PeerAwareInstanceRegistryImpl - Got 1 instances from neighboring DS node
2019-08-08 14:31:17.968 [Thread-44] INFO  c.n.eureka.registry.PeerAwareInstanceRegistryImpl - Renew threshold is: 1
